id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
141,CDS,cde_fo,EURINR,1199,OPTCUR,CE,84,EURINR30JUNE2384CE,EURINR2363084CE,EURINR 30JUN23 84 CE,30-06-2023,1,0.0025,84,,84
142,CDS,cde_fo,GBPINR,1200,OPTCUR,PE,96.5,GBPINR28JULY2396.5PE,GBPINR2372896.5PE,GBPINR 28JUL23 96.5 PE,28-07-2023,1,0.0025,96,5,96.5
143,CDS,cde_fo,GBPINR,1201,OPTCUR,CE,96.5,GBPINR04AUGUST2396.5CE,GBPINR2380496.5CE,GBPINR 04AUG23 96.5 CE,04-08-2023,1,0.0025,96,5,96.5
144,CDS,cde_fo,EURINR,1203,OPTCUR,PE,84,EURINR30JUNE2384PE,EURINR2363084PE,EURINR 30JUN23 84 PE,30-06-2023,1,0.0025,84,,84
145,CDS,cde_fo,GBPUSD,1204,FUTCUR,XX,-1,GBPUSD23JULFUT,GBPUSD23JULFUT,GBPUSD 27JUL23 FUT,27-07-2023,1,0.0001,,,
146,CDS,cde_fo,GBPUSD,1205,OPTCUR,CE,1.335,GBPUSD27DECEMBER231.335CE,GBPUSD23DEC1.335CE,GBPUSD 27DEC23 1.335 CE,27-12-2023,1,0.0001,1,335,1.335
147,CDS,cde_fo,GBPUSD,1206,OPTCUR,PE,1.335,GBPUSD27DECEMBER231.335PE,GBPUSD23DEC1.335PE,GBPUSD 27DEC23 1.335 PE,27-12-2023,1,0.0001,1,335,1.335
148,CDS,cde_fo,JPYINR,1207,OPTCUR,PE,52.75,JPYINR23JUNE2352.75PE,JPYINR2362352.75PE,JPYINR 23JUN23 52.75 PE,23-06-2023,1,0.0025,52,75,52.75
149,CDS,cde_fo,EURINR,1208,OPTCUR,CE,84.25,EURINR30JUNE2384.25CE,EURINR2363084.25CE,EURINR 30JUN23 84.25 CE,30-06-2023,1,0.0025,84,25,84.25
150,CDS,cde_fo,EURINR,1209,OPTCUR,PE,84.25,EURINR30JUNE2384.25PE,EURINR2363084.25PE,EURINR 30JUN23 84.25 PE,30-06-2023,1,0.0025,84,25,84.25
151,CDS,cde_fo,EURINR,1210,OPTCUR,PE,83.5,EURINR28MARCH2483.5PE,EURINR24MAR83.5PE,EURINR 28MAR24 83.5 PE,28-03-2024,1,0.0025,83,5,83.5
152,CDS,cde_fo,GBPINR,1211,OPTCUR,PE,96.5,GBPINR04AUGUST2396.5PE,GBPINR2380496.5PE,GBPINR 04AUG23 96.5 PE,04-08-2023,1,0.0025,96,5,96.5
153,CDS,cde_fo,EURINR,1212,OPTCUR,CE,83.75,EURINR28MARCH2483.75CE,EURINR24MAR83.75CE,EURINR 28MAR24 83.75 CE,28-03-2024,1,0.0025,83,75,83.75
154,CDS,cde_fo,EURINR,1213,OPTCUR,CE,82.5,EURINR14JULY2382.5CE,EURINR2371482.5CE,EURINR 14JUL23 82.5 CE,14-07-2023,1,0.0025,82,5,82.5
155,CDS,cde_fo,EURINR,1214,OPTCUR,PE,82.5,EURINR14JULY2382.5PE,EURINR2371482.5PE,EURINR 14JUL23 82.5 PE,14-07-2023,1,0.0025,82,5,82.5
156,CDS,cde_fo,USDJPY,1215,OPTCUR,CE,147.5,USDJPY27DECEMBER23147.5CE,USDJPY23DEC147.5CE,USDJPY 27DEC23 147.5 CE,27-12-2023,1,0.01,147,5,147.5
157,CDS,cde_fo,GBPUSD,1216,OPTCUR,CE,1.12,GBPUSD27JULY231.12CE,GBPUSD23JUL1.12CE,GBPUSD 27JUL23 1.12 CE,27-07-2023,1,0.0001,1,12,1.12
158,CDS,cde_fo,EURINR,1217,OPTCUR,CE,82.5,EURINR21JULY2382.5CE,EURINR2372182.5CE,EURINR 21JUL23 82.5 CE,21-07-2023,1,0.0025,82,5,82.5
159,CDS,cde_fo,EURINR,1218,OPTCUR,CE,84.5,EURINR30JUNE2384.5CE,EURINR2363084.5CE,EURINR 30JUN23 84.5 CE,30-06-2023,1,0.0025,84,5,84.5
160,CDS,cde_fo,GBPUSD,1219,OPTCUR,PE,1.12,GBPUSD27JULY231.12PE,GBPUSD23JUL1.12PE,GBPUSD 27JUL23 1.12 PE,27-07-2023,1,0.0001,1,12,1.12
161,CDS,cde_fo,EURINR,1220,OPTCUR,PE,83.75,EURINR28MARCH2483.75PE,EURINR24MAR83.75PE,EURINR 28MAR24 83.75 PE,28-03-2024,1,0.0025,83,75,83.75
162,CDS,cde_fo,EURINR,1223,OPTCUR,CE,84,EURINR28MARCH2484CE,EURINR24MAR84CE,EURINR 28MAR24 84 CE,28-03-2024,1,0.0025,84,,84
163,CDS,cde_fo,EURINR,1225,OPTCUR,PE,84,EURINR28MARCH2484PE,EURINR24MAR84PE,EURINR 28MAR24 84 PE,28-03-2024,1,0.0025,84,,84
164,CDS,cde_fo,EURINR,1226,OPTCUR,PE,82.5,EURINR21JULY2382.5PE,EURINR2372182.5PE,EURINR 21JUL23 82.5 PE,21-07-2023,1,0.0025,82,5,82.5
165,CDS,cde_fo,EURINR,1227,OPTCUR,CE,84.25,EURINR28MARCH2484.25CE,EURINR24MAR84.25CE,EURINR 28MAR24 84.25 CE,28-03-2024,1,0.0025,84,25,84.25
166,CDS,cde_fo,JPYINR,1229,OPTCUR,CE,52.75,JPYINR30JUNE2352.75CE,JPYINR2363052.75CE,JPYINR 30JUN23 52.75 CE,30-06-2023,1,0.0025,52,75,52.75
167,CDS,cde_fo,GBPINR,1230,OPTCUR,PE,108.5,GBPINR29AUGUST23108.5PE,GBPINR23AUG108.5PE,GBPINR 29AUG23 108.5 PE,29-08-2023,1,0.0025,108,5,108.5
168,CDS,cde_fo,GBPINR,1231,OPTCUR,CE,108.75,GBPINR29AUGUST23108.75CE,GBPINR23AUG108.75CE,GBPINR 29AUG23 108.75 CE,29-08-2023,1,0.0025,108,75,108.75
169,CDS,cde_fo,EURINR,1232,OPTCUR,PE,84.5,EURINR30JUNE2384.5PE,EURINR2363084.5PE,EURINR 30JUN23 84.5 PE,30-06-2023,1,0.0025,84,5,84.5
170,CDS,cde_fo,EURINR,1234,OPTCUR,CE,84.75,EURINR30JUNE2384.75CE,EURINR2363084.75CE,EURINR 30JUN23 84.75 CE,30-06-2023,1,0.0025,84,75,84.75
171,CDS,cde_fo,EURINR,1235,OPTCUR,PE,84.75,EURINR30JUNE2384.75PE,EURINR2363084.75PE,EURINR 30JUN23 84.75 PE,30-06-2023,1,0.0025,84,75,84.75
172,CDS,cde_fo,JPYINR,1236,OPTCUR,PE,52.75,JPYINR30JUNE2352.75PE,JPYINR2363052.75PE,JPYINR 30JUN23 52.75 PE,30-06-2023,1,0.0025,52,75,52.75
173,CDS,cde_fo,JPYINR,1237,OPTCUR,CE,52.75,JPYINR07JULY2352.75CE,JPYINR2370752.75CE,JPYINR 07JUL23 52.75 CE,07-07-2023,1,0.0025,52,75,52.75
174,CDS,cde_fo,USDJPY,1238,FUTCUR,XX,-1,USDJPY23DECFUT,USDJPY23DECFUT,USDJPY 27DEC23 FUT,27-12-2023,1,0.01,,,
175,CDS,cde_fo,EURINR,1240,OPTCUR,CE,95,EURINR25AUGUST2395CE,EURINR2382595CE,EURINR 25AUG23 95 CE,25-08-2023,1,0.0025,95,,95
176,CDS,cde_fo,EURINR,1241,OPTCUR,PE,95,EURINR25AUGUST2395PE,EURINR2382595PE,EURINR 25AUG23 95 PE,25-08-2023,1,0.0025,95,,95
177,CDS,cde_fo,EURINR,1242,OPTCUR,CE,95,EURINR29AUGUST2395CE,EURINR23AUG95CE,EURINR 29AUG23 95 CE,29-08-2023,1,0.0025,95,,95
178,CDS,cde_fo,USDJPY,1243,OPTCUR,PE,147.5,USDJPY27DECEMBER23147.5PE,USDJPY23DEC147.5PE,USDJPY 27DEC23 147.5 PE,27-12-2023,1,0.01,147,5,147.5
179,CDS,cde_fo,JPYINR,1244,OPTCUR,PE,52.75,JPYINR07JULY2352.75PE,JPYINR2370752.75PE,JPYINR 07JUL23 52.75 PE,07-07-2023,1,0.0025,52,75,52.75
180,CDS,cde_fo,EURINR,1245,OPTCUR,PE,95,EURINR29AUGUST2395PE,EURINR23AUG95PE,EURINR 29AUG23 95 PE,29-08-2023,1,0.0025,95,,95
181,CDS,cde_fo,JPYINR,1246,OPTCUR,CE,52.75,JPYINR14JULY2352.75CE,JPYINR2371452.75CE,JPYINR 14JUL23 52.75 CE,14-07-2023,1,0.0025,52,75,52.75
182,CDS,cde_fo,EURUSD,1250,OPTCUR,CE,1.2,EURUSD29AUGUST231.2CE,EURUSD23AUG1.2CE,EURUSD 29AUG23 1.2 CE,29-08-2023,1,0.0001,1,2,1.2
183,CDS,cde_fo,JPYINR,1252,OPTCUR,PE,52.75,JPYINR14JULY2352.75PE,JPYINR2371452.75PE,JPYINR 14JUL23 52.75 PE,14-07-2023,1,0.0025,52,75,52.75
184,CDS,cde_fo,EURUSD,1254,OPTCUR,PE,1.2,EURUSD29AUGUST231.2PE,EURUSD23AUG1.2PE,EURUSD 29AUG23 1.2 PE,29-08-2023,1,0.0001,1,2,1.2
185,CDS,cde_fo,USDINR,1255,OPTCUR,CE,76.25,USDINR25AUGUST2376.25CE,USDINR2382576.25CE,USDINR 25AUG23 76.25 CE,25-08-2023,1,0.0025,76,25,76.25
186,CDS,cde_fo,JPYINR,1259,OPTCUR,CE,54.75,JPYINR23JUNE2354.75CE,JPYINR2362354.75CE,JPYINR 23JUN23 54.75 CE,23-06-2023,1,0.0025,54,75,54.75
187,CDS,cde_fo,EURINR,1260,OPTCUR,PE,86,EURINR26SEPTEMBER2386PE,EURINR23SEP86PE,EURINR 26SEP23 86 PE,26-09-2023,1,0.0025,86,,86
188,CDS,cde_fo,EURINR,1261,OPTCUR,CE,84.25,EURINR14JULY2384.25CE,EURINR2371484.25CE,EURINR 14JUL23 84.25 CE,14-07-2023,1,0.0025,84,25,84.25
189,CDS,cde_fo,EURINR,1262,OPTCUR,PE,84.25,EURINR14JULY2384.25PE,EURINR2371484.25PE,EURINR 14JUL23 84.25 PE,14-07-2023,1,0.0025,84,25,84.25
190,CDS,cde_fo,JPYINR,1263,OPTCUR,PE,54.75,JPYINR23JUNE2354.75PE,JPYINR2362354.75PE,JPYINR 23JUN23 54.75 PE,23-06-2023,1,0.0025,54,75,54.75
191,CDS,cde_fo,JPYINR,1264,OPTCUR,CE,54.75,JPYINR30JUNE2354.75CE,JPYINR2363054.75CE,JPYINR 30JUN23 54.75 CE,30-06-2023,1,0.0025,54,75,54.75
192,CDS,cde_fo,EURINR,1265,OPTCUR,CE,83.75,EURINR23JUNE2383.75CE,EURINR2362383.75CE,EURINR 23JUN23 83.75 CE,23-06-2023,1,0.0025,83,75,83.75
193,CDS,cde_fo,JPYINR,1266,OPTCUR,CE,55,JPYINR23JUNE2355CE,JPYINR2362355CE,JPYINR 23JUN23 55 CE,23-06-2023,1,0.0025,55,,55
194,CDS,cde_fo,JPYINR,1267,OPTCUR,PE,55,JPYINR23JUNE2355PE,JPYINR2362355PE,JPYINR 23JUN23 55 PE,23-06-2023,1,0.0025,55,,55
195,CDS,cde_fo,EURINR,1268,OPTCUR,PE,83.75,EURINR23JUNE2383.75PE,EURINR2362383.75PE,EURINR 23JUN23 83.75 PE,23-06-2023,1,0.0025,83,75,83.75
196,CDS,cde_fo,JPYINR,1269,OPTCUR,PE,54.75,JPYINR30JUNE2354.75PE,JPYINR2363054.75PE,JPYINR 30JUN23 54.75 PE,30-06-2023,1,0.0025,54,75,54.75
197,CDS,cde_fo,JPYINR,1270,OPTCUR,CE,54.75,JPYINR07JULY2354.75CE,JPYINR2370754.75CE,JPYINR 07JUL23 54.75 CE,07-07-2023,1,0.0025,54,75,54.75
198,CDS,cde_fo,EURINR,1271,OPTCUR,CE,84.5,EURINR14JULY2384.5CE,EURINR2371484.5CE,EURINR 14JUL23 84.5 CE,14-07-2023,1,0.0025,84,5,84.5
199,CDS,cde_fo,JPYINR,1272,OPTCUR,PE,54.75,JPYINR07JULY2354.75PE,JPYINR2370754.75PE,JPYINR 07JUL23 54.75 PE,07-07-2023,1,0.0025,54,75,54.75
200,CDS,cde_fo,EURINR,1273,OPTCUR,PE,84.5,EURINR14JULY2384.5PE,EURINR2371484.5PE,EURINR 14JUL23 84.5 PE,14-07-2023,1,0.0025,84,5,84.5
201,CDS,cde_fo,EURINR,1274,OPTCUR,CE,84.75,EURINR14JULY2384.75CE,EURINR2371484.75CE,EURINR 14JUL23 84.75 CE,14-07-2023,1,0.0025,84,75,84.75
202,CDS,cde_fo,EURINR,1275,OPTCUR,PE,84.75,EURINR14JULY2384.75PE,EURINR2371484.75PE,EURINR 14JUL23 84.75 PE,14-07-2023,1,0.0025,84,75,84.75
203,CDS,cde_fo,EURINR,1276,OPTCUR,PE,82.75,EURINR29AUGUST2382.75PE,EURINR23AUG82.75PE,EURINR 29AUG23 82.75 PE,29-08-2023,1,0.0025,82,75,82.75
204,CDS,cde_fo,JPYINR,1277,FUTCUR,XX,-1,JPYINR23JULFUT,JPYINR23JULFUT,JPYINR 27JUL23 FUT,27-07-2023,1,0.0025,,,
205,CDS,cde_fo,USDINR,1278,FUTCUR,XX,-1,USDINR23JULFUT,USDINR23JULFUT,USDINR 27JUL23 FUT,27-07-2023,1,0.0025,,,
206,CDS,cde_fo,JPYINR,1279,OPTCUR,CE,54.75,JPYINR28MARCH2454.75CE,JPYINR24MAR54.75CE,JPYINR 28MAR24 54.75 CE,28-03-2024,1,0.0025,54,75,54.75
207,CDS,cde_fo,EURINR,1280,OPTCUR,CE,85,EURINR14JULY2385CE,EURINR2371485CE,EURINR 14JUL23 85 CE,14-07-2023,1,0.0025,85,,85
208,CDS,cde_fo,EURINR,1281,OPTCUR,CE,84,EURINR23JUNE2384CE,EURINR2362384CE,EURINR 23JUN23 84 CE,23-06-2023,1,0.0025,84,,84
209,CDS,cde_fo,EURUSD,1282,FUTCUR,XX,-1,EURUSD23NOVFUT,EURUSD23NOVFUT,EURUSD 28NOV23 FUT,28-11-2023,1,0.0001,,,
210,CDS,cde_fo,JPYINR,1284,OPTCUR,PE,54.75,JPYINR28MARCH2454.75PE,JPYINR24MAR54.75PE,JPYINR 28MAR24 54.75 PE,28-03-2024,1,0.0025,54,75,54.75
211,CDS,cde_fo,USDJPY,1285,FUTCUR,XX,-1,USDJPY23JUNFUT,USDJPY23JUNFUT,USDJPY 27JUN23 FUT,27-06-2023,1,0.01,,,
212,CDS,cde_fo,USDINR,1286,OPTCUR,PE,76.25,USDINR25AUGUST2376.25PE,USDINR2382576.25PE,USDINR 25AUG23 76.25 PE,25-08-2023,1,0.0025,76,25,76.25
213,CDS,cde_fo,EURINR,1288,OPTCUR,CE,83,EURINR29AUGUST2383CE,EURINR23AUG83CE,EURINR 29AUG23 83 CE,29-08-2023,1,0.0025,83,,83
214,CDS,cde_fo,EURINR,1289,OPTCUR,PE,84,EURINR23JUNE2384PE,EURINR2362384PE,EURINR 23JUN23 84 PE,23-06-2023,1,0.0025,84,,84
215,CDS,cde_fo,EURINR,1290,OPTCUR,CE,84.25,EURINR23JUNE2384.25CE,EURINR2362384.25CE,EURINR 23JUN23 84.25 CE,23-06-2023,1,0.0025,84,25,84.25
216,CDS,cde_fo,EURINR,1291,OPTCUR,PE,85,EURINR14JULY2385PE,EURINR2371485PE,EURINR 14JUL23 85 PE,14-07-2023,1,0.0025,85,,85
217,CDS,cde_fo,EURINR,1292,OPTCUR,PE,83,EURINR29AUGUST2383PE,EURINR23AUG83PE,EURINR 29AUG23 83 PE,29-08-2023,1,0.0025,83,,83
218,CDS,cde_fo,EURINR,1293,OPTCUR,CE,85.25,EURINR14JULY2385.25CE,EURINR2371485.25CE,EURINR 14JUL23 85.25 CE,14-07-2023,1,0.0025,85,25,85.25
219,CDS,cde_fo,EURINR,1294,OPTCUR,PE,85.25,EURINR14JULY2385.25PE,EURINR2371485.25PE,EURINR 14JUL23 85.25 PE,14-07-2023,1,0.0025,85,25,85.25
220,CDS,cde_fo,USDJPY,1297,FUTCUR,XX,-1,USDJPY23JULFUT,USDJPY23JULFUT,USDJPY 27JUL23 FUT,27-07-2023,1,0.01,,,
221,CDS,cde_fo,EURINR,1299,OPTCUR,CE,85.5,EURINR14JULY2385.5CE,EURINR2371485.5CE,EURINR 14JUL23 85.5 CE,14-07-2023,1,0.0025,85,5,85.5
222,CDS,cde_fo,EURINR,1301,OPTCUR,CE,83,EURINR23JUNE2383CE,EURINR2362383CE,EURINR 23JUN23 83 CE,23-06-2023,1,0.0025,83,,83
223,CDS,cde_fo,EURINR,1302,OPTCUR,PE,85.5,EURINR14JULY2385.5PE,EURINR2371485.5PE,EURINR 14JUL23 85.5 PE,14-07-2023,1,0.0025,85,5,85.5
224,CDS,cde_fo,EURINR,1303,OPTCUR,CE,85.75,EURINR14JULY2385.75CE,EURINR2371485.75CE,EURINR 14JUL23 85.75 CE,14-07-2023,1,0.0025,85,75,85.75
225,CDS,cde_fo,EURINR,1305,OPTCUR,PE,85.75,EURINR14JULY2385.75PE,EURINR2371485.75PE,EURINR 14JUL23 85.75 PE,14-07-2023,1,0.0025,85,75,85.75
226,CDS,cde_fo,EURINR,1306,OPTCUR,PE,84.25,EURINR23JUNE2384.25PE,EURINR2362384.25PE,EURINR 23JUN23 84.25 PE,23-06-2023,1,0.0025,84,25,84.25
227,CDS,cde_fo,EURINR,1308,OPTCUR,CE,86,EURINR14JULY2386CE,EURINR2371486CE,EURINR 14JUL23 86 CE,14-07-2023,1,0.0025,86,,86
228,CDS,cde_fo,EURINR,1310,OPTCUR,PE,86,EURINR14JULY2386PE,EURINR2371486PE,EURINR 14JUL23 86 PE,14-07-2023,1,0.0025,86,,86
229,CDS,cde_fo,EURINR,1312,OPTCUR,CE,94.75,EURINR27JUNE2394.75CE,EURINR23JUN94.75CE,EURINR 27JUN23 94.75 CE,27-06-2023,1,0.0025,94,75,94.75
230,CDS,cde_fo,EURINR,1313,OPTCUR,CE,84.5,EURINR23JUNE2384.5CE,EURINR2362384.5CE,EURINR 23JUN23 84.5 CE,23-06-2023,1,0.0025,84,5,84.5
231,CDS,cde_fo,EURINR,1315,OPTCUR,PE,94.75,EURINR27JUNE2394.75PE,EURINR23JUN94.75PE,EURINR 27JUN23 94.75 PE,27-06-2023,1,0.0025,94,75,94.75
232,CDS,cde_fo,EURINR,1316,OPTCUR,CE,83.25,EURINR29AUGUST2383.25CE,EURINR23AUG83.25CE,EURINR 29AUG23 83.25 CE,29-08-2023,1,0.0025,83,25,83.25
233,CDS,cde_fo,EURINR,1317,OPTCUR,PE,83.25,EURINR29AUGUST2383.25PE,EURINR23AUG83.25PE,EURINR 29AUG23 83.25 PE,29-08-2023,1,0.0025,83,25,83.25
234,CDS,cde_fo,EURINR,1318,OPTCUR,CE,86.25,EURINR14JULY2386.25CE,EURINR2371486.25CE,EURINR 14JUL23 86.25 CE,14-07-2023,1,0.0025,86,25,86.25
235,CDS,cde_fo,GBPINR,1319,FUTCUR,XX,-1,GBPINR23NOVFUT,GBPINR23NOVFUT,GBPINR 28NOV23 FUT,28-11-2023,1,0.0025,,,
236,CDS,cde_fo,GBPUSD,1320,FUTCUR,XX,-1,GBPUSD23NOVFUT,GBPUSD23NOVFUT,GBPUSD 28NOV23 FUT,28-11-2023,1,0.0001,,,
237,CDS,cde_fo,EURINR,1321,OPTCUR,PE,86.25,EURINR14JULY2386.25PE,EURINR2371486.25PE,EURINR 14JUL23 86.25 PE,14-07-2023,1,0.0025,86,25,86.25
238,CDS,cde_fo,EURINR,1322,OPTCUR,PE,84.5,EURINR23JUNE2384.5PE,EURINR2362384.5PE,EURINR 23JUN23 84.5 PE,23-06-2023,1,0.0025,84,5,84.5
239,CDS,cde_fo,EURINR,1324,OPTCUR,CE,86.5,EURINR14JULY2386.5CE,EURINR2371486.5CE,EURINR 14JUL23 86.5 CE,14-07-2023,1,0.0025,86,5,86.5
240,CDS,cde_fo,EURINR,1325,OPTCUR,PE,83.75,EURINR27JULY2383.75PE,EURINR23JUL83.75PE,EURINR 27JUL23 83.75 PE,27-07-2023,1,0.0025,83,75,83.75
241,CDS,cde_fo,EURINR,1328,OPTCUR,CE,84.75,EURINR23JUNE2384.75CE,EURINR2362384.75CE,EURINR 23JUN23 84.75 CE,23-06-2023,1,0.0025,84,75,84.75
242,CDS,cde_fo,EURINR,1329,OPTCUR,PE,86.5,EURINR14JULY2386.5PE,EURINR2371486.5PE,EURINR 14JUL23 86.5 PE,14-07-2023,1,0.0025,86,5,86.5
243,CDS,cde_fo,EURUSD,1330,OPTCUR,CE,0.975,EURUSD27JULY230.975CE,EURUSD23JUL0.975CE,EURUSD 27JUL23 0.975 CE,27-07-2023,1,0.0001,,975,.975
244,CDS,cde_fo,EURINR,1331,OPTCUR,CE,83.5,EURINR29AUGUST2383.5CE,EURINR23AUG83.5CE,EURINR 29AUG23 83.5 CE,29-08-2023,1,0.0025,83,5,83.5
245,CDS,cde_fo,EURINR,1332,OPTCUR,CE,86.75,EURINR14JULY2386.75CE,EURINR2371486.75CE,EURINR 14JUL23 86.75 CE,14-07-2023,1,0.0025,86,75,86.75
246,CDS,cde_fo,JPYINR,1336,OPTCUR,CE,54.25,JPYINR23JUNE2354.25CE,JPYINR2362354.25CE,JPYINR 23JUN23 54.25 CE,23-06-2023,1,0.0025,54,25,54.25
247,CDS,cde_fo,EURINR,1338,OPTCUR,PE,86.75,EURINR14JULY2386.75PE,EURINR2371486.75PE,EURINR 14JUL23 86.75 PE,14-07-2023,1,0.0025,86,75,86.75
248,CDS,cde_fo,EURUSD,1339,OPTCUR,PE,1.21,EURUSD28MARCH241.21PE,EURUSD24MAR1.21PE,EURUSD 28MAR24 1.21 PE,28-03-2024,1,0.0001,1,21,1.21
249,CDS,cde_fo,EURINR,1342,OPTCUR,CE,87,EURINR14JULY2387CE,EURINR2371487CE,EURINR 14JUL23 87 CE,14-07-2023,1,0.0025,87,,87
250,CDS,cde_fo,JPYINR,1344,FUTCUR,XX,-1,JPYINR23NOVFUT,JPYINR23NOVFUT,JPYINR 28NOV23 FUT,28-11-2023,1,0.0025,,,
251,CDS,cde_fo,EURINR,1345,OPTCUR,PE,87,EURINR14JULY2387PE,EURINR2371487PE,EURINR 14JUL23 87 PE,14-07-2023,1,0.0025,87,,87
252,CDS,cde_fo,EURINR,1346,OPTCUR,CE,87.25,EURINR14JULY2387.25CE,EURINR2371487.25CE,EURINR 14JUL23 87.25 CE,14-07-2023,1,0.0025,87,25,87.25
253,CDS,cde_fo,EURINR,1347,OPTCUR,PE,87.25,EURINR14JULY2387.25PE,EURINR2371487.25PE,EURINR 14JUL23 87.25 PE,14-07-2023,1,0.0025,87,25,87.25
254,CDS,cde_fo,EURINR,1348,OPTCUR,CE,87.5,EURINR14JULY2387.5CE,EURINR2371487.5CE,EURINR 14JUL23 87.5 CE,14-07-2023,1,0.0025,87,5,87.5
255,CDS,cde_fo,EURUSD,1349,OPTCUR,PE,0.975,EURUSD27JULY230.975PE,EURUSD23JUL0.975PE,EURUSD 27JUL23 0.975 PE,27-07-2023,1,0.0001,,975,.975
256,CDS,cde_fo,GBPINR,1350,OPTCUR,CE,108.25,GBPINR14JULY23108.25CE,GBPINR23714108.25CE,GBPINR 14JUL23 108.25 CE,14-07-2023,1,0.0025,108,25,108.25
257,CDS,cde_fo,GBPINR,1351,OPTCUR,PE,108.25,GBPINR14JULY23108.25PE,GBPINR23714108.25PE,GBPINR 14JUL23 108.25 PE,14-07-2023,1,0.0025,108,25,108.25
258,CDS,cde_fo,GBPINR,1352,OPTCUR,CE,108.25,GBPINR27JULY23108.25CE,GBPINR23JUL108.25CE,GBPINR 27JUL23 108.25 CE,27-07-2023,1,0.0025,108,25,108.25
259,CDS,cde_fo,EURINR,1355,OPTCUR,CE,94.75,EURINR26SEPTEMBER2394.75CE,EURINR23SEP94.75CE,EURINR 26SEP23 94.75 CE,26-09-2023,1,0.0025,94,75,94.75
260,CDS,cde_fo,GBPINR,1356,OPTCUR,PE,108.25,GBPINR27JULY23108.25PE,GBPINR23JUL108.25PE,GBPINR 27JUL23 108.25 PE,27-07-2023,1,0.0025,108,25,108.25
261,CDS,cde_fo,EURINR,1358,OPTCUR,CE,82.5,EURINR27JULY2382.5CE,EURINR23JUL82.5CE,EURINR 27JUL23 82.5 CE,27-07-2023,1,0.0025,82,5,82.5
262,CDS,cde_fo,EURINR,1359,OPTCUR,PE,82.5,EURINR27JULY2382.5PE,EURINR23JUL82.5PE,EURINR 27JUL23 82.5 PE,27-07-2023,1,0.0025,82,5,82.5
263,CDS,cde_fo,GBPINR,1360,OPTCUR,PE,108.75,GBPINR29AUGUST23108.75PE,GBPINR23AUG108.75PE,GBPINR 29AUG23 108.75 PE,29-08-2023,1,0.0025,108,75,108.75
264,CDS,cde_fo,EURINR,1362,OPTCUR,PE,84.75,EURINR23JUNE2384.75PE,EURINR2362384.75PE,EURINR 23JUN23 84.75 PE,23-06-2023,1,0.0025,84,75,84.75
265,CDS,cde_fo,EURINR,1363,OPTCUR,CE,85,EURINR23JUNE2385CE,EURINR2362385CE,EURINR 23JUN23 85 CE,23-06-2023,1,0.0025,85,,85
266,CDS,cde_fo,GBPUSD,1364,OPTCUR,CE,1.085,GBPUSD27JUNE231.085CE,GBPUSD23JUN1.085CE,GBPUSD 27JUN23 1.085 CE,27-06-2023,1,0.0001,1,85,1.85
267,CDS,cde_fo,USDINR,1365,OPTCUR,CE,88.75,USDINR29AUGUST2388.75CE,USDINR23AUG88.75CE,USDINR 29AUG23 88.75 CE,29-08-2023,1,0.0025,88,75,88.75
268,CDS,cde_fo,GBPUSD,1367,OPTCUR,PE,1.085,GBPUSD27JUNE231.085PE,GBPUSD23JUN1.085PE,GBPUSD 27JUN23 1.085 PE,27-06-2023,1,0.0001,1,85,1.85
269,CDS,cde_fo,EURINR,1368,OPTCUR,PE,85,EURINR23JUNE2385PE,EURINR2362385PE,EURINR 23JUN23 85 PE,23-06-2023,1,0.0025,85,,85
270,CDS,cde_fo,EURINR,1371,OPTCUR,CE,85.25,EURINR23JUNE2385.25CE,EURINR2362385.25CE,EURINR 23JUN23 85.25 CE,23-06-2023,1,0.0025,85,25,85.25
271,CDS,cde_fo,EURINR,1373,OPTCUR,PE,85.25,EURINR23JUNE2385.25PE,EURINR2362385.25PE,EURINR 23JUN23 85.25 PE,23-06-2023,1,0.0025,85,25,85.25
272,CDS,cde_fo,EURINR,1374,OPTCUR,CE,72.75,EURINR27JUNE2372.75CE,EURINR23JUN72.75CE,EURINR 27JUN23 72.75 CE,27-06-2023,1,0.0025,72,75,72.75
273,CDS,cde_fo,EURINR,1375,OPTCUR,PE,72.75,EURINR27JUNE2372.75PE,EURINR23JUN72.75PE,EURINR 27JUN23 72.75 PE,27-06-2023,1,0.0025,72,75,72.75
274,CDS,cde_fo,EURINR,1376,OPTCUR,CE,85.5,EURINR23JUNE2385.5CE,EURINR2362385.5CE,EURINR 23JUN23 85.5 CE,23-06-2023,1,0.0025,85,5,85.5
275,CDS,cde_fo,EURINR,1377,OPTCUR,PE,83.5,EURINR29AUGUST2383.5PE,EURINR23AUG83.5PE,EURINR 29AUG23 83.5 PE,29-08-2023,1,0.0025,83,5,83.5
276,CDS,cde_fo,EURINR,1378,OPTCUR,PE,85.5,EURINR23JUNE2385.5PE,EURINR2362385.5PE,EURINR 23JUN23 85.5 PE,23-06-2023,1,0.0025,85,5,85.5
277,CDS,cde_fo,EURINR,1380,OPTCUR,CE,83.75,EURINR29AUGUST2383.75CE,EURINR23AUG83.75CE,EURINR 29AUG23 83.75 CE,29-08-2023,1,0.0025,83,75,83.75
