id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
3372,CDS,cde_fo,EURINR,5721,OPTCUR,PE,90,EURINR29AUGUST2390PE,EURINR23AUG90PE,EURINR 29AUG23 90 PE,29-08-2023,1,0.0025,90,,90
3373,CDS,cde_fo,EURINR,5722,OPTCUR,CE,91,EURINR30JUNE2391CE,EURINR2363091CE,EURINR 30JUN23 91 CE,30-06-2023,1,0.0025,91,,91
3374,CDS,cde_fo,EURINR,5723,OPTCUR,PE,91,EURINR30JUNE2391PE,EURINR2363091PE,EURINR 30JUN23 91 PE,30-06-2023,1,0.0025,91,,91
3375,CDS,cde_fo,EURINR,5724,OPTCUR,CE,90.75,EURINR07JULY2390.75CE,EURINR2370790.75CE,EURINR 07JUL23 90.75 CE,07-07-2023,1,0.0025,90,75,90.75
3376,CDS,cde_fo,EURINR,5725,OPTCUR,PE,90.75,EURINR07JULY2390.75PE,EURINR2370790.75PE,EURINR 07JUL23 90.75 PE,07-07-2023,1,0.0025,90,75,90.75
3377,CDS,cde_fo,EURINR,5727,OPTCUR,CE,90.75,EURINR28JULY2390.75CE,EURINR2372890.75CE,EURINR 28JUL23 90.75 CE,28-07-2023,1,0.0025,90,75,90.75
3378,CDS,cde_fo,EURINR,5728,OPTCUR,PE,90.75,EURINR28JULY2390.75PE,EURINR2372890.75PE,EURINR 28JUL23 90.75 PE,28-07-2023,1,0.0025,90,75,90.75
3379,CDS,cde_fo,EURINR,5729,OPTCUR,CE,91,EURINR28JULY2391CE,EURINR2372891CE,EURINR 28JUL23 91 CE,28-07-2023,1,0.0025,91,,91
3380,CDS,cde_fo,EURINR,5730,OPTCUR,PE,91,EURINR28JULY2391PE,EURINR2372891PE,EURINR 28JUL23 91 PE,28-07-2023,1,0.0025,91,,91
3381,CDS,cde_fo,JPYINR,5731,OPTCUR,PE,60,JPYINR27JUNE2360PE,JPYINR23JUN60PE,JPYINR 27JUN23 60 PE,27-06-2023,1,0.0025,60,,60
3382,CDS,cde_fo,EURINR,5732,OPTCUR,CE,91.25,EURINR28JULY2391.25CE,EURINR2372891.25CE,EURINR 28JUL23 91.25 CE,28-07-2023,1,0.0025,91,25,91.25
3383,CDS,cde_fo,EURINR,5733,OPTCUR,PE,91.25,EURINR28JULY2391.25PE,EURINR2372891.25PE,EURINR 28JUL23 91.25 PE,28-07-2023,1,0.0025,91,25,91.25
3384,CDS,cde_fo,EURINR,5734,OPTCUR,CE,91.5,EURINR28JULY2391.5CE,EURINR2372891.5CE,EURINR 28JUL23 91.5 CE,28-07-2023,1,0.0025,91,5,91.5
3385,CDS,cde_fo,EURINR,5735,OPTCUR,PE,91.5,EURINR28JULY2391.5PE,EURINR2372891.5PE,EURINR 28JUL23 91.5 PE,28-07-2023,1,0.0025,91,5,91.5
3386,CDS,cde_fo,USDJPY,5736,OPTCUR,CE,119,USDJPY27JUNE23119CE,USDJPY23JUN119CE,USDJPY 27JUN23 119 CE,27-06-2023,1,0.01,119,,119
3387,CDS,cde_fo,USDJPY,5737,OPTCUR,PE,119,USDJPY27JUNE23119PE,USDJPY23JUN119PE,USDJPY 27JUN23 119 PE,27-06-2023,1,0.01,119,,119
3388,CDS,cde_fo,USDJPY,5738,OPTCUR,CE,119.5,USDJPY27JUNE23119.5CE,USDJPY23JUN119.5CE,USDJPY 27JUN23 119.5 CE,27-06-2023,1,0.01,119,5,119.5
3389,CDS,cde_fo,USDJPY,5739,OPTCUR,PE,119.5,USDJPY27JUNE23119.5PE,USDJPY23JUN119.5PE,USDJPY 27JUN23 119.5 PE,27-06-2023,1,0.01,119,5,119.5
3390,CDS,cde_fo,USDJPY,5740,OPTCUR,CE,120,USDJPY27JUNE23120CE,USDJPY23JUN120CE,USDJPY 27JUN23 120 CE,27-06-2023,1,0.01,120,,120
3391,CDS,cde_fo,USDJPY,5741,OPTCUR,PE,120,USDJPY27JUNE23120PE,USDJPY23JUN120PE,USDJPY 27JUN23 120 PE,27-06-2023,1,0.01,120,,120
3392,CDS,cde_fo,JPYINR,5742,OPTCUR,CE,60.25,JPYINR27JUNE2360.25CE,JPYINR23JUN60.25CE,JPYINR 27JUN23 60.25 CE,27-06-2023,1,0.0025,60,25,60.25
3393,CDS,cde_fo,EURINR,5743,OPTCUR,CE,86,EURINR11AUGUST2386CE,EURINR2381186CE,EURINR 11AUG23 86 CE,11-08-2023,1,0.0025,86,,86
3394,CDS,cde_fo,EURINR,5744,OPTCUR,PE,86,EURINR11AUGUST2386PE,EURINR2381186PE,EURINR 11AUG23 86 PE,11-08-2023,1,0.0025,86,,86
3395,CDS,cde_fo,EURINR,5745,OPTCUR,CE,86.25,EURINR11AUGUST2386.25CE,EURINR2381186.25CE,EURINR 11AUG23 86.25 CE,11-08-2023,1,0.0025,86,25,86.25
3396,CDS,cde_fo,EURINR,5746,OPTCUR,PE,86.25,EURINR11AUGUST2386.25PE,EURINR2381186.25PE,EURINR 11AUG23 86.25 PE,11-08-2023,1,0.0025,86,25,86.25
3397,CDS,cde_fo,EURINR,5747,OPTCUR,CE,91.75,EURINR28JULY2391.75CE,EURINR2372891.75CE,EURINR 28JUL23 91.75 CE,28-07-2023,1,0.0025,91,75,91.75
3398,CDS,cde_fo,EURINR,5748,OPTCUR,PE,91.75,EURINR28JULY2391.75PE,EURINR2372891.75PE,EURINR 28JUL23 91.75 PE,28-07-2023,1,0.0025,91,75,91.75
3399,CDS,cde_fo,GBPUSD,5749,OPTCUR,PE,1.075,GBPUSD27DECEMBER231.075PE,GBPUSD23DEC1.075PE,GBPUSD 27DEC23 1.075 PE,27-12-2023,1,0.0001,1,75,1.75
3400,CDS,cde_fo,EURINR,5750,OPTCUR,CE,92,EURINR28JULY2392CE,EURINR2372892CE,EURINR 28JUL23 92 CE,28-07-2023,1,0.0025,92,,92
3401,CDS,cde_fo,EURINR,5751,OPTCUR,PE,92,EURINR28JULY2392PE,EURINR2372892PE,EURINR 28JUL23 92 PE,28-07-2023,1,0.0025,92,,92
3402,CDS,cde_fo,EURINR,5752,OPTCUR,CE,86.5,EURINR11AUGUST2386.5CE,EURINR2381186.5CE,EURINR 11AUG23 86.5 CE,11-08-2023,1,0.0025,86,5,86.5
3403,CDS,cde_fo,EURINR,5753,OPTCUR,PE,86.5,EURINR11AUGUST2386.5PE,EURINR2381186.5PE,EURINR 11AUG23 86.5 PE,11-08-2023,1,0.0025,86,5,86.5
3404,CDS,cde_fo,EURUSD,5754,OPTCUR,CE,1.085,EURUSD27DECEMBER231.085CE,EURUSD23DEC1.085CE,EURUSD 27DEC23 1.085 CE,27-12-2023,1,0.0001,1,85,1.85
3405,CDS,cde_fo,EURUSD,5757,OPTCUR,PE,1.085,EURUSD27DECEMBER231.085PE,EURUSD23DEC1.085PE,EURUSD 27DEC23 1.085 PE,27-12-2023,1,0.0001,1,85,1.85
3406,CDS,cde_fo,EURUSD,5758,OPTCUR,CE,1.09,EURUSD27DECEMBER231.09CE,EURUSD23DEC1.09CE,EURUSD 27DEC23 1.09 CE,27-12-2023,1,0.0001,1,9,1.9
3407,CDS,cde_fo,EURINR,5759,OPTCUR,CE,92.25,EURINR28JULY2392.25CE,EURINR2372892.25CE,EURINR 28JUL23 92.25 CE,28-07-2023,1,0.0025,92,25,92.25
3408,CDS,cde_fo,EURINR,5760,OPTCUR,PE,92.25,EURINR28JULY2392.25PE,EURINR2372892.25PE,EURINR 28JUL23 92.25 PE,28-07-2023,1,0.0025,92,25,92.25
3409,CDS,cde_fo,EURINR,5763,OPTCUR,CE,92.5,EURINR28JULY2392.5CE,EURINR2372892.5CE,EURINR 28JUL23 92.5 CE,28-07-2023,1,0.0025,92,5,92.5
3410,CDS,cde_fo,EURINR,5764,OPTCUR,PE,92.5,EURINR28JULY2392.5PE,EURINR2372892.5PE,EURINR 28JUL23 92.5 PE,28-07-2023,1,0.0025,92,5,92.5
3411,CDS,cde_fo,EURINR,5765,OPTCUR,CE,92.75,EURINR28JULY2392.75CE,EURINR2372892.75CE,EURINR 28JUL23 92.75 CE,28-07-2023,1,0.0025,92,75,92.75
3412,CDS,cde_fo,EURINR,5766,OPTCUR,PE,92.75,EURINR28JULY2392.75PE,EURINR2372892.75PE,EURINR 28JUL23 92.75 PE,28-07-2023,1,0.0025,92,75,92.75
3413,CDS,cde_fo,EURINR,5767,OPTCUR,CE,93,EURINR28JULY2393CE,EURINR2372893CE,EURINR 28JUL23 93 CE,28-07-2023,1,0.0025,93,,93
3414,CDS,cde_fo,EURINR,5768,OPTCUR,CE,86.75,EURINR11AUGUST2386.75CE,EURINR2381186.75CE,EURINR 11AUG23 86.75 CE,11-08-2023,1,0.0025,86,75,86.75
3415,CDS,cde_fo,EURINR,5769,OPTCUR,PE,86.75,EURINR11AUGUST2386.75PE,EURINR2381186.75PE,EURINR 11AUG23 86.75 PE,11-08-2023,1,0.0025,86,75,86.75
3416,CDS,cde_fo,EURINR,5770,OPTCUR,PE,93,EURINR28JULY2393PE,EURINR2372893PE,EURINR 28JUL23 93 PE,28-07-2023,1,0.0025,93,,93
3417,CDS,cde_fo,GBPUSD,5771,OPTCUR,CE,1.08,GBPUSD27DECEMBER231.08CE,GBPUSD23DEC1.08CE,GBPUSD 27DEC23 1.08 CE,27-12-2023,1,0.0001,1,8,1.8
3418,CDS,cde_fo,EURINR,5772,OPTCUR,CE,93.25,EURINR28JULY2393.25CE,EURINR2372893.25CE,EURINR 28JUL23 93.25 CE,28-07-2023,1,0.0025,93,25,93.25
3419,CDS,cde_fo,EURUSD,5773,OPTCUR,PE,1.09,EURUSD27DECEMBER231.09PE,EURUSD23DEC1.09PE,EURUSD 27DEC23 1.09 PE,27-12-2023,1,0.0001,1,9,1.9
3420,CDS,cde_fo,EURINR,5774,OPTCUR,PE,93.25,EURINR28JULY2393.25PE,EURINR2372893.25PE,EURINR 28JUL23 93.25 PE,28-07-2023,1,0.0025,93,25,93.25
3421,CDS,cde_fo,EURINR,5775,OPTCUR,CE,93.5,EURINR28JULY2393.5CE,EURINR2372893.5CE,EURINR 28JUL23 93.5 CE,28-07-2023,1,0.0025,93,5,93.5
3422,CDS,cde_fo,EURINR,5776,OPTCUR,PE,93.5,EURINR28JULY2393.5PE,EURINR2372893.5PE,EURINR 28JUL23 93.5 PE,28-07-2023,1,0.0025,93,5,93.5
3423,CDS,cde_fo,EURINR,5777,OPTCUR,CE,93.75,EURINR28JULY2393.75CE,EURINR2372893.75CE,EURINR 28JUL23 93.75 CE,28-07-2023,1,0.0025,93,75,93.75
3424,CDS,cde_fo,EURUSD,5779,OPTCUR,CE,1.095,EURUSD27DECEMBER231.095CE,EURUSD23DEC1.095CE,EURUSD 27DEC23 1.095 CE,27-12-2023,1,0.0001,1,95,1.95
3425,CDS,cde_fo,EURUSD,5780,OPTCUR,PE,1.095,EURUSD27DECEMBER231.095PE,EURUSD23DEC1.095PE,EURUSD 27DEC23 1.095 PE,27-12-2023,1,0.0001,1,95,1.95
3426,CDS,cde_fo,EURUSD,5781,OPTCUR,CE,1.1,EURUSD27DECEMBER231.1CE,EURUSD23DEC1.1CE,EURUSD 27DEC23 1.1 CE,27-12-2023,1,0.0001,1,1,1.1
3427,CDS,cde_fo,EURUSD,5782,OPTCUR,PE,1.1,EURUSD27DECEMBER231.1PE,EURUSD23DEC1.1PE,EURUSD 27DEC23 1.1 PE,27-12-2023,1,0.0001,1,1,1.1
3428,CDS,cde_fo,EURUSD,5783,OPTCUR,CE,1.105,EURUSD27DECEMBER231.105CE,EURUSD23DEC1.105CE,EURUSD 27DEC23 1.105 CE,27-12-2023,1,0.0001,1,105,1.105
3429,CDS,cde_fo,EURUSD,5784,OPTCUR,PE,1.105,EURUSD27DECEMBER231.105PE,EURUSD23DEC1.105PE,EURUSD 27DEC23 1.105 PE,27-12-2023,1,0.0001,1,105,1.105
3430,CDS,cde_fo,EURUSD,5785,OPTCUR,CE,1.11,EURUSD27DECEMBER231.11CE,EURUSD23DEC1.11CE,EURUSD 27DEC23 1.11 CE,27-12-2023,1,0.0001,1,11,1.11
3431,CDS,cde_fo,EURINR,5786,OPTCUR,PE,93.75,EURINR28JULY2393.75PE,EURINR2372893.75PE,EURINR 28JUL23 93.75 PE,28-07-2023,1,0.0025,93,75,93.75
3432,CDS,cde_fo,EURUSD,5788,OPTCUR,PE,1.11,EURUSD27DECEMBER231.11PE,EURUSD23DEC1.11PE,EURUSD 27DEC23 1.11 PE,27-12-2023,1,0.0001,1,11,1.11
3433,CDS,cde_fo,USDJPY,5789,OPTCUR,CE,147.5,USDJPY28MARCH24147.5CE,USDJPY24MAR147.5CE,USDJPY 28MAR24 147.5 CE,28-03-2024,1,0.01,147,5,147.5
3434,CDS,cde_fo,EURUSD,5790,OPTCUR,CE,1.115,EURUSD27DECEMBER231.115CE,EURUSD23DEC1.115CE,EURUSD 27DEC23 1.115 CE,27-12-2023,1,0.0001,1,115,1.115
3435,CDS,cde_fo,EURUSD,5791,OPTCUR,PE,1.115,EURUSD27DECEMBER231.115PE,EURUSD23DEC1.115PE,EURUSD 27DEC23 1.115 PE,27-12-2023,1,0.0001,1,115,1.115
3436,CDS,cde_fo,EURINR,5793,OPTCUR,CE,87,EURINR11AUGUST2387CE,EURINR2381187CE,EURINR 11AUG23 87 CE,11-08-2023,1,0.0025,87,,87
3437,CDS,cde_fo,GBPUSD,5794,OPTCUR,PE,1.08,GBPUSD27DECEMBER231.08PE,GBPUSD23DEC1.08PE,GBPUSD 27DEC23 1.08 PE,27-12-2023,1,0.0001,1,8,1.8
3438,CDS,cde_fo,EURINR,5795,OPTCUR,CE,91,EURINR07JULY2391CE,EURINR2370791CE,EURINR 07JUL23 91 CE,07-07-2023,1,0.0025,91,,91
3439,CDS,cde_fo,EURINR,5796,OPTCUR,PE,91,EURINR07JULY2391PE,EURINR2370791PE,EURINR 07JUL23 91 PE,07-07-2023,1,0.0025,91,,91
3440,CDS,cde_fo,EURINR,5799,OPTCUR,CE,94,EURINR28JULY2394CE,EURINR2372894CE,EURINR 28JUL23 94 CE,28-07-2023,1,0.0025,94,,94
3441,CDS,cde_fo,USDJPY,5800,OPTCUR,PE,147.5,USDJPY28MARCH24147.5PE,USDJPY24MAR147.5PE,USDJPY 28MAR24 147.5 PE,28-03-2024,1,0.01,147,5,147.5
3442,CDS,cde_fo,EURINR,5801,OPTCUR,CE,90.25,EURINR29AUGUST2390.25CE,EURINR23AUG90.25CE,EURINR 29AUG23 90.25 CE,29-08-2023,1,0.0025,90,25,90.25
3443,CDS,cde_fo,EURINR,5802,OPTCUR,PE,90.25,EURINR29AUGUST2390.25PE,EURINR23AUG90.25PE,EURINR 29AUG23 90.25 PE,29-08-2023,1,0.0025,90,25,90.25
3444,CDS,cde_fo,EURUSD,5805,OPTCUR,CE,1.12,EURUSD27DECEMBER231.12CE,EURUSD23DEC1.12CE,EURUSD 27DEC23 1.12 CE,27-12-2023,1,0.0001,1,12,1.12
3445,CDS,cde_fo,EURUSD,5806,OPTCUR,PE,1.12,EURUSD27DECEMBER231.12PE,EURUSD23DEC1.12PE,EURUSD 27DEC23 1.12 PE,27-12-2023,1,0.0001,1,12,1.12
3446,CDS,cde_fo,EURUSD,5807,OPTCUR,CE,1.125,EURUSD27DECEMBER231.125CE,EURUSD23DEC1.125CE,EURUSD 27DEC23 1.125 CE,27-12-2023,1,0.0001,1,125,1.125
3447,CDS,cde_fo,EURUSD,5808,OPTCUR,PE,1.125,EURUSD27DECEMBER231.125PE,EURUSD23DEC1.125PE,EURUSD 27DEC23 1.125 PE,27-12-2023,1,0.0001,1,125,1.125
3448,CDS,cde_fo,EURUSD,5809,OPTCUR,CE,1.13,EURUSD27DECEMBER231.13CE,EURUSD23DEC1.13CE,EURUSD 27DEC23 1.13 CE,27-12-2023,1,0.0001,1,13,1.13
3449,CDS,cde_fo,EURUSD,5810,OPTCUR,PE,1.13,EURUSD27DECEMBER231.13PE,EURUSD23DEC1.13PE,EURUSD 27DEC23 1.13 PE,27-12-2023,1,0.0001,1,13,1.13
3450,CDS,cde_fo,EURUSD,5811,OPTCUR,CE,1.135,EURUSD27DECEMBER231.135CE,EURUSD23DEC1.135CE,EURUSD 27DEC23 1.135 CE,27-12-2023,1,0.0001,1,135,1.135
3451,CDS,cde_fo,EURUSD,5812,OPTCUR,PE,1.135,EURUSD27DECEMBER231.135PE,EURUSD23DEC1.135PE,EURUSD 27DEC23 1.135 PE,27-12-2023,1,0.0001,1,135,1.135
3452,CDS,cde_fo,EURUSD,5813,OPTCUR,CE,1.14,EURUSD27DECEMBER231.14CE,EURUSD23DEC1.14CE,EURUSD 27DEC23 1.14 CE,27-12-2023,1,0.0001,1,14,1.14
3453,CDS,cde_fo,EURUSD,5814,OPTCUR,PE,1.14,EURUSD27DECEMBER231.14PE,EURUSD23DEC1.14PE,EURUSD 27DEC23 1.14 PE,27-12-2023,1,0.0001,1,14,1.14
3454,CDS,cde_fo,EURUSD,5815,OPTCUR,CE,1.145,EURUSD27DECEMBER231.145CE,EURUSD23DEC1.145CE,EURUSD 27DEC23 1.145 CE,27-12-2023,1,0.0001,1,145,1.145
3455,CDS,cde_fo,EURUSD,5816,OPTCUR,PE,1.145,EURUSD27DECEMBER231.145PE,EURUSD23DEC1.145PE,EURUSD 27DEC23 1.145 PE,27-12-2023,1,0.0001,1,145,1.145
3456,CDS,cde_fo,EURUSD,5820,OPTCUR,CE,1.15,EURUSD27DECEMBER231.15CE,EURUSD23DEC1.15CE,EURUSD 27DEC23 1.15 CE,27-12-2023,1,0.0001,1,15,1.15
3457,CDS,cde_fo,EURUSD,5821,OPTCUR,PE,1.15,EURUSD27DECEMBER231.15PE,EURUSD23DEC1.15PE,EURUSD 27DEC23 1.15 PE,27-12-2023,1,0.0001,1,15,1.15
3458,CDS,cde_fo,EURUSD,5822,OPTCUR,CE,1.155,EURUSD27DECEMBER231.155CE,EURUSD23DEC1.155CE,EURUSD 27DEC23 1.155 CE,27-12-2023,1,0.0001,1,155,1.155
3459,CDS,cde_fo,EURUSD,5823,OPTCUR,PE,1.155,EURUSD27DECEMBER231.155PE,EURUSD23DEC1.155PE,EURUSD 27DEC23 1.155 PE,27-12-2023,1,0.0001,1,155,1.155
3460,CDS,cde_fo,EURINR,5831,OPTCUR,PE,94,EURINR28JULY2394PE,EURINR2372894PE,EURINR 28JUL23 94 PE,28-07-2023,1,0.0025,94,,94
3461,CDS,cde_fo,EURUSD,5832,OPTCUR,CE,1.16,EURUSD27DECEMBER231.16CE,EURUSD23DEC1.16CE,EURUSD 27DEC23 1.16 CE,27-12-2023,1,0.0001,1,16,1.16
3462,CDS,cde_fo,EURUSD,5840,OPTCUR,PE,1.16,EURUSD27DECEMBER231.16PE,EURUSD23DEC1.16PE,EURUSD 27DEC23 1.16 PE,27-12-2023,1,0.0001,1,16,1.16
3463,CDS,cde_fo,EURUSD,5841,OPTCUR,CE,1.165,EURUSD27DECEMBER231.165CE,EURUSD23DEC1.165CE,EURUSD 27DEC23 1.165 CE,27-12-2023,1,0.0001,1,165,1.165
3464,CDS,cde_fo,EURUSD,5842,OPTCUR,PE,1.165,EURUSD27DECEMBER231.165PE,EURUSD23DEC1.165PE,EURUSD 27DEC23 1.165 PE,27-12-2023,1,0.0001,1,165,1.165
3465,CDS,cde_fo,EURUSD,5843,OPTCUR,CE,1.17,EURUSD27DECEMBER231.17CE,EURUSD23DEC1.17CE,EURUSD 27DEC23 1.17 CE,27-12-2023,1,0.0001,1,17,1.17
3466,CDS,cde_fo,EURUSD,5844,OPTCUR,PE,1.17,EURUSD27DECEMBER231.17PE,EURUSD23DEC1.17PE,EURUSD 27DEC23 1.17 PE,27-12-2023,1,0.0001,1,17,1.17
3467,CDS,cde_fo,EURUSD,5845,OPTCUR,CE,1.175,EURUSD27DECEMBER231.175CE,EURUSD23DEC1.175CE,EURUSD 27DEC23 1.175 CE,27-12-2023,1,0.0001,1,175,1.175
3468,CDS,cde_fo,EURUSD,5846,OPTCUR,PE,1.175,EURUSD27DECEMBER231.175PE,EURUSD23DEC1.175PE,EURUSD 27DEC23 1.175 PE,27-12-2023,1,0.0001,1,175,1.175
3469,CDS,cde_fo,EURUSD,5847,OPTCUR,CE,1.18,EURUSD27DECEMBER231.18CE,EURUSD23DEC1.18CE,EURUSD 27DEC23 1.18 CE,27-12-2023,1,0.0001,1,18,1.18
3470,CDS,cde_fo,EURINR,5849,OPTCUR,CE,94.25,EURINR28JULY2394.25CE,EURINR2372894.25CE,EURINR 28JUL23 94.25 CE,28-07-2023,1,0.0025,94,25,94.25
3471,CDS,cde_fo,EURINR,5850,OPTCUR,PE,94.25,EURINR28JULY2394.25PE,EURINR2372894.25PE,EURINR 28JUL23 94.25 PE,28-07-2023,1,0.0025,94,25,94.25
3472,CDS,cde_fo,EURINR,5851,OPTCUR,CE,84,EURINR04AUGUST2384CE,EURINR2380484CE,EURINR 04AUG23 84 CE,04-08-2023,1,0.0025,84,,84
3473,CDS,cde_fo,EURUSD,5852,OPTCUR,PE,1.18,EURUSD27DECEMBER231.18PE,EURUSD23DEC1.18PE,EURUSD 27DEC23 1.18 PE,27-12-2023,1,0.0001,1,18,1.18
3474,CDS,cde_fo,EURUSD,5853,OPTCUR,CE,1.185,EURUSD27DECEMBER231.185CE,EURUSD23DEC1.185CE,EURUSD 27DEC23 1.185 CE,27-12-2023,1,0.0001,1,185,1.185
3475,CDS,cde_fo,EURUSD,5856,OPTCUR,CE,0.875,EURUSD27JUNE230.875CE,EURUSD23JUN0.875CE,EURUSD 27JUN23 0.875 CE,27-06-2023,1,0.0001,,875,.875
3476,CDS,cde_fo,EURUSD,5858,OPTCUR,PE,1.185,EURUSD27DECEMBER231.185PE,EURUSD23DEC1.185PE,EURUSD 27DEC23 1.185 PE,27-12-2023,1,0.0001,1,185,1.185
3477,CDS,cde_fo,GBPINR,5859,OPTCUR,CE,93.75,GBPINR27DECEMBER2393.75CE,GBPINR23DEC93.75CE,GBPINR 27DEC23 93.75 CE,27-12-2023,1,0.0025,93,75,93.75
3478,CDS,cde_fo,GBPINR,5860,OPTCUR,PE,93.75,GBPINR27DECEMBER2393.75PE,GBPINR23DEC93.75PE,GBPINR 27DEC23 93.75 PE,27-12-2023,1,0.0025,93,75,93.75
3479,CDS,cde_fo,GBPINR,5861,OPTCUR,CE,94,GBPINR27DECEMBER2394CE,GBPINR23DEC94CE,GBPINR 27DEC23 94 CE,27-12-2023,1,0.0025,94,,94
3480,CDS,cde_fo,GBPINR,5863,OPTCUR,CE,107.25,GBPINR26SEPTEMBER23107.25CE,GBPINR23SEP107.25CE,GBPINR 26SEP23 107.25 CE,26-09-2023,1,0.0025,107,25,107.25
3481,CDS,cde_fo,GBPINR,5864,OPTCUR,PE,107.25,GBPINR26SEPTEMBER23107.25PE,GBPINR23SEP107.25PE,GBPINR 26SEP23 107.25 PE,26-09-2023,1,0.0025,107,25,107.25
3482,CDS,cde_fo,EURINR,5865,OPTCUR,CE,94.5,EURINR28JULY2394.5CE,EURINR2372894.5CE,EURINR 28JUL23 94.5 CE,28-07-2023,1,0.0025,94,5,94.5
3483,CDS,cde_fo,EURINR,5866,OPTCUR,PE,84,EURINR04AUGUST2384PE,EURINR2380484PE,EURINR 04AUG23 84 PE,04-08-2023,1,0.0025,84,,84
3484,CDS,cde_fo,EURINR,5867,OPTCUR,CE,84.25,EURINR04AUGUST2384.25CE,EURINR2380484.25CE,EURINR 04AUG23 84.25 CE,04-08-2023,1,0.0025,84,25,84.25
3485,CDS,cde_fo,GBPINR,5868,OPTCUR,PE,94,GBPINR27DECEMBER2394PE,GBPINR23DEC94PE,GBPINR 27DEC23 94 PE,27-12-2023,1,0.0025,94,,94
3486,CDS,cde_fo,GBPINR,5869,OPTCUR,CE,94.25,GBPINR27DECEMBER2394.25CE,GBPINR23DEC94.25CE,GBPINR 27DEC23 94.25 CE,27-12-2023,1,0.0025,94,25,94.25
3487,CDS,cde_fo,GBPINR,5870,OPTCUR,PE,94.25,GBPINR27DECEMBER2394.25PE,GBPINR23DEC94.25PE,GBPINR 27DEC23 94.25 PE,27-12-2023,1,0.0025,94,25,94.25
3488,CDS,cde_fo,GBPINR,5871,OPTCUR,CE,94.5,GBPINR27DECEMBER2394.5CE,GBPINR23DEC94.5CE,GBPINR 27DEC23 94.5 CE,27-12-2023,1,0.0025,94,5,94.5
3489,CDS,cde_fo,EURINR,5872,OPTCUR,PE,84.25,EURINR04AUGUST2384.25PE,EURINR2380484.25PE,EURINR 04AUG23 84.25 PE,04-08-2023,1,0.0025,84,25,84.25
3490,CDS,cde_fo,GBPINR,5873,OPTCUR,PE,106.75,GBPINR18AUGUST23106.75PE,GBPINR23818106.75PE,GBPINR 18AUG23 106.75 PE,18-08-2023,1,0.0025,106,75,106.75
3491,CDS,cde_fo,GBPINR,5874,OPTCUR,CE,107,GBPINR18AUGUST23107CE,GBPINR23818107CE,GBPINR 18AUG23 107 CE,18-08-2023,1,0.0025,107,,107
3492,CDS,cde_fo,EURINR,5875,OPTCUR,PE,87,EURINR11AUGUST2387PE,EURINR2381187PE,EURINR 11AUG23 87 PE,11-08-2023,1,0.0025,87,,87
3493,CDS,cde_fo,GBPINR,5876,OPTCUR,PE,94.5,GBPINR27DECEMBER2394.5PE,GBPINR23DEC94.5PE,GBPINR 27DEC23 94.5 PE,27-12-2023,1,0.0025,94,5,94.5
3494,CDS,cde_fo,GBPINR,5877,OPTCUR,CE,94.75,GBPINR27DECEMBER2394.75CE,GBPINR23DEC94.75CE,GBPINR 27DEC23 94.75 CE,27-12-2023,1,0.0025,94,75,94.75
3495,CDS,cde_fo,GBPINR,5878,OPTCUR,PE,94.75,GBPINR27DECEMBER2394.75PE,GBPINR23DEC94.75PE,GBPINR 27DEC23 94.75 PE,27-12-2023,1,0.0025,94,75,94.75
3496,CDS,cde_fo,GBPINR,5879,OPTCUR,CE,95,GBPINR27DECEMBER2395CE,GBPINR23DEC95CE,GBPINR 27DEC23 95 CE,27-12-2023,1,0.0025,95,,95
3497,CDS,cde_fo,GBPINR,5884,OPTCUR,PE,95,GBPINR27DECEMBER2395PE,GBPINR23DEC95PE,GBPINR 27DEC23 95 PE,27-12-2023,1,0.0025,95,,95
3498,CDS,cde_fo,GBPINR,5885,OPTCUR,CE,95.25,GBPINR27DECEMBER2395.25CE,GBPINR23DEC95.25CE,GBPINR 27DEC23 95.25 CE,27-12-2023,1,0.0025,95,25,95.25
3499,CDS,cde_fo,EURINR,5886,OPTCUR,CE,87.25,EURINR11AUGUST2387.25CE,EURINR2381187.25CE,EURINR 11AUG23 87.25 CE,11-08-2023,1,0.0025,87,25,87.25
3500,CDS,cde_fo,GBPINR,5888,OPTCUR,PE,95.25,GBPINR27DECEMBER2395.25PE,GBPINR23DEC95.25PE,GBPINR 27DEC23 95.25 PE,27-12-2023,1,0.0025,95,25,95.25
3501,CDS,cde_fo,GBPINR,5889,OPTCUR,CE,95.5,GBPINR27DECEMBER2395.5CE,GBPINR23DEC95.5CE,GBPINR 27DEC23 95.5 CE,27-12-2023,1,0.0025,95,5,95.5
3502,CDS,cde_fo,EURINR,5890,OPTCUR,PE,94.5,EURINR28JULY2394.5PE,EURINR2372894.5PE,EURINR 28JUL23 94.5 PE,28-07-2023,1,0.0025,94,5,94.5
3503,CDS,cde_fo,EURINR,5891,OPTCUR,CE,94.75,EURINR28JULY2394.75CE,EURINR2372894.75CE,EURINR 28JUL23 94.75 CE,28-07-2023,1,0.0025,94,75,94.75
3504,CDS,cde_fo,GBPINR,5892,OPTCUR,PE,107,GBPINR18AUGUST23107PE,GBPINR23818107PE,GBPINR 18AUG23 107 PE,18-08-2023,1,0.0025,107,,107
